epoch,train_l_cls,train_l_score,train_l_rank,train_l_fail,train_total,feas_acc,auc,roc_auc,pr_auc,score_mae,score_rmse,score_spearman,topk_hit,precision_at_k,recall_at_k,topk_avg_true_score,topk_avg_score_norm,enrichment,composite
1,0.2673732166896101,0.0051597806254829294,0.011290396151484037,0.5300420123289843,0.40482572014214563,0.7093023255813954,0.5984426229508196,0.5984426229508196,0.32820338614761485,0.06960675865411758,0.08046596497297287,0.25483348334833483,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0,0.0,1.0320000410079955,0.16576470259271375
2,0.2606287581510231,0.004977430610108326,0.005105555790369628,0.053338234511310936,0.29873633604557787,0.7093023255813954,0.6380327868852459,0.6380327868852459,0.3792611409804983,0.06961628794670105,0.08042845875024796,0.054113411341134114,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.149240180850029,0.26810996767798123,1.0320000410079955,0.21973779086074327
3,0.2537884206556883,0.004656883654161738,0.01665244709517135,0.02830731809200322,0.29106052513005304,0.29069767441860467,0.6430737704918033,0.6430737704918033,0.3769048307154636,0.06947801262140274,0.08047280460596085,0.0777917791779178,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.08617355674505234,0.15481078474991794,1.0320000410079955,0.19850326695279513
4,0.2536965628139308,0.004304017573900399,0.00908699985898909,0.021460907320018676,0.2840523324051841,0.7093023255813954,0.6458196721311475,0.6458196721311475,0.38363231644742946,0.06962620466947556,0.08045298606157303,-0.0030723072307230724,0.20000000298023224,0.20000000298023224,0.019999999552965164,0.08945322781801224,0.16070271345408715,0.6880000102519989,0.19128623841260647
5,0.25091567342398596,0.004303092505309547,0.008096423183308273,0.014412098052743518,0.2793617661370606,0.7122093023255814,0.6457786885245902,0.6457786885245902,0.3839062992970724,0.06986276805400848,0.08130726963281631,0.15714371437143715,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.03766856715083122,0.06767157654032864,1.0320000410079955,0.1918112062628727
6,0.24873009030936194,0.004346534631741767,0.014459750202835584,0.010738104245946055,0.2798402595226882,0.32558139534883723,0.6467622950819673,0.6467622950819673,0.38625333245231724,0.06954219937324524,0.08033208549022675,0.14865886588658866,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.09404981881380081,0.16896048864767393,1.0320000410079955,0.21215931709795488
7,0.24898139741577086,0.004194940037674225,0.013988549775276029,0.008471452024169877,0.27864466485429984,0.45058139534883723,0.6567213114754098,0.6567213114754098,0.4014363355219908,0.06961689889431,0.08089019358158112,0.02442244224422442,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.18357554078102112,0.32979343783244913,1.0320000410079955,0.23797546579854292
8,0.24589210064684758,0.0040912598316160745,0.01116038052762141,0.006617698715389019,0.27325212979902985,0.313953488372093,0.6597950819672131,0.6597950819672131,0.409960676160894,0.06945719569921494,0.0803496241569519,0.017365736573657364,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.284827321767807,0.5116922506929398,1.0320000410079955,0.2770592940591456
9,0.24498221546900076,0.004093413542742367,0.0122637112670746,0.004859232647176527,0.2725529844155077,0.6075581395348837,0.6619262295081967,0.6619262295081967,0.41392495185727596,0.069353848695755,0.08024746179580688,0.07031503150315031,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.09527449309825897,0.17116061585840203,1.0320000410079955,0.21583360686374015
10,0.24357230521616388,0.00380799152838738,0.009072307863684952,0.003771743689449962,0.26790276462914514,0.5813953488372093,0.6598360655737705,0.6598360655737705,0.41264446614228406,0.06954159587621689,0.08034422248601913,0.047680768076807684,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19723527133464813,0.354333142196002,1.3760000205039977,0.2526924914355739
11,0.24124201961228106,0.003929332350991422,0.010907890305655902,0.0048362853036063615,0.2673098826017536,0.5843023255813954,0.6629098360655737,0.6629098360655737,0.41741374242319473,0.06946425884962082,0.08077846467494965,0.05014101410141014,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.18328191339969635,0.32926593627577744,1.3760000205039977,0.2498327853663535
12,0.23951901642025494,0.003926449149969171,0.00775735147419523,0.004282913708937217,0.2638865196314014,0.5755813953488372,0.6604098360655738,0.6604098360655738,0.4162455172525412,0.06979312747716904,0.08180728554725647,0.04826882688268827,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19657643139362335,0.35314953631796686,1.3760000205039977,0.25395499658465776
13,0.23746416290275385,0.0038894897223770864,0.004564335050641514,0.00410719915697748,0.2600152167629023,0.5813953488372093,0.661188524590164,0.661188524590164,0.4157333621649357,0.06972799450159073,0.0817175954580307,0.06007800780078008,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19723527133464813,0.354333142196002,1.3760000205039977,0.2551677738170318
