variant,reference_only,score_weight,rank_weight,fail_weight,use_focal,roc_auc,pr_auc,precision_at_k,recall_at_k,enrichment,score_spearman,score_pearson,score_kendall_tau,score_mae,score_rmse,true_score_std,predicted_score_std,predicted_true_std_ratio,regression_slope,composite,best_epoch,parameter_count,training_time_seconds,checkpoint,feature_version,loss_window,raw_cls_loss,raw_score_loss,raw_rank_loss,raw_fail_loss,weighted_cls_contribution,weighted_score_contribution,weighted_rank_contribution,weighted_fail_contribution,cls_loss_fraction,score_loss_fraction,rank_loss_fraction,fail_loss_fraction
DeepSets seed0,True,1.0,0.0,0.0,False,0.7504508196721311,0.55515592958852,0.8999999761581421,0.09000000357627869,3.0959999179840088,0.3023222322232223,0.3710475741078037,0.2034754495857749,0.06645002637944071,0.07610907285546528,0.08036356907449997,0.028961660340428352,0.36038295304654566,0.13371922253104884,0.410334292195487,36,70146,58.052873373031616,D:\Project\wrs-sealp\checkpoints\layout_models_repro\deepsets\stratified\seed0\deepsets_best.pt,v2,,,,,,,,,,,,,
SeqRel-full seed0,True,1.0,0.5,0.2,True,0.6720491803278689,0.46431897456761273,0.800000011920929,0.07999999821186066,2.7520000410079954,0.17034503450345034,0.18322626473138512,0.11456859971711457,0.06795172940055405,0.07923168399733412,0.08036356907449997,0.013910607434809208,0.1730959388067193,0.03171572300990262,0.31142274366796435,78,66056,272.00285816192627,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel\stratified\seed0\seqrel_best.pt,v2,epoch 76..80,0.2256254715509102,0.0036905282001453836,0.010602165905178571,0.0007868383844875919,0.2256254715509102,0.0036905282001453836,0.005301082952589286,0.0001573676768975184,0.9610307730896495,0.015719462633874606,0.022579471249945807,0.0006702930265301164
no_focal,False,1.0,0.5,0.2,False,0.6574590163934426,0.42669379603014607,0.4000000059604645,0.03999999910593033,1.3760000205039977,0.09281728172817282,0.10703195528680673,0.06647807637906648,0.06951515456347232,0.0823057962722708,0.08036356907449997,0.02358636073768139,0.29349568478990734,0.03141341701517981,0.302427115167534,29,66056,126.28918218612671,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel_loss_ablation\no_focal\seqrel_best.pt,v2,epoch 27..31,0.9158849559846471,0.00387184200732068,0.014348425398595998,0.0019072688861223332,0.9158849559846471,0.00387184200732068,0.007174212699297999,0.00038145377722446667,0.987676744439758,0.004175336961031698,0.007736564506776104,0.0004113540924343181
score_x5,False,5.0,0.5,0.2,True,0.657172131147541,0.4166501185123053,0.4000000059604645,0.03999999910593033,1.3760000205039977,0.15944794479447943,0.08504216377679732,0.10792239288601455,0.06928865192683147,0.08071041090529552,0.08036356907449997,0.016857797279953957,0.20976914631959864,0.017839222282064342,0.29786442378030564,28,66056,102.07507085800171,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel_loss_ablation\score_x5\seqrel_best.pt,v2,epoch 26..30,0.23353963973092254,0.0036938596378485134,0.012137001789495594,0.0018413885394931908,0.23353963973092254,0.018469298189242568,0.006068500894747797,0.00036827770789863817,0.9036313035983682,0.07146296884983344,0.023480756332102583,0.0014249712196956932
no_aux,False,1.0,0.0,0.0,True,0.6554098360655738,0.39771036404502885,0.30000001192092896,0.029999999329447746,1.0320000410079955,0.1212961296129613,0.08001512551940372,0.08245755860953921,0.06961633796171697,0.08097187129099664,0.08036356907449997,0.0016228224849328399,0.020193509367763693,0.0016157862243158774,0.25972421658840056,5,66056,45.83891153335571,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel_loss_ablation\no_aux\seqrel_best.pt,v2,epoch 3..7,0.24473556001655394,0.003952811110276179,0.0,0.0,0.24473556001655394,0.003952811110276179,0.0,0.0,0.9841053641054239,0.015894635894576112,0.0,0.0
bce_score_x5,False,5.0,0.5,0.2,False,0.6615983606557377,0.4138192711173468,0.4000000059604645,0.03999999910593033,1.3760000205039977,0.0858085808580858,0.1315975513175714,0.05758739139220045,0.06974847400860343,0.08117355107004588,0.08036356907449997,0.0007551602902822196,0.009396798810443056,0.0012365957256819482,0.24695681446679146,6,66056,45.30506658554077,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel_loss_ablation\bce_score_x5\seqrel_best.pt,v2,epoch 4..8,0.9761270036462877,0.004295314892698996,0.011180179975316173,0.015387810711733632,0.9761270036462877,0.02147657446349498,0.005590089987658087,0.0030775621423467267,0.9700436366581637,0.021342729294145938,0.00555525172505032,0.0030583823226401547
bce_score_x5_no_aux,False,5.0,0.0,0.0,False,0.6602459016393443,0.41348623412277974,0.4000000059604645,0.03999999910593033,1.3760000205039977,0.04828082808280828,0.039203907694638336,0.036977167104465546,0.0693921790583781,0.08073374365012981,0.08036356907449997,0.006736920680850744,0.08383053115280846,0.0032864844364129896,0.27131632824711055,6,66056,43.5880606174469,D:\Project\wrs-sealp\checkpoints\layout_models_repro\seqrel_loss_ablation\bce_score_x5_no_aux\seqrel_best.pt,v2,epoch 4..8,0.9680154632349482,0.003931337875146114,0.0,0.0,0.9680154632349482,0.01965668937573057,0.0,0.0,0.9800979613287943,0.01990203867120556,0.0,0.0
