ds_pr_auc,sq_pr_auc,ds_ece,sq_ece,ds_brier,sq_brier,ds_prob_overlap,sq_prob_overlap,ds_pred_std_ratio,sq_pred_std_ratio,ds_score_collapse,sq_score_collapse,sq_oversmoothing,sq_cos_last_layer,top10_overlap,grad_cos_cls_score,grad_cos_cls_rank,grad_cos_cls_fail,grad_cos_score_rank,grad_cos_score_fail,n_groups,valid_pair_fraction,near_pair_fraction
0.55515592958852,0.46431897456761273,0.15993505452088147,0.20039545658022861,0.20061840094655273,0.23309406823476767,0.5878688524590163,0.7459016393442623,0.36038295304654566,0.1730959388067193,False,True,False,0.6873561921529472,3,0.7914618253707886,0.6710333228111267,0.560989499092102,0.573116660118103,0.41679292917251587,184,0.53125,0.46875
