epoch,train_l_cls,train_l_score,train_l_rank,train_l_fail,train_total,feas_acc,auc,roc_auc,pr_auc,score_mae,score_rmse,score_spearman,topk_hit,precision_at_k,recall_at_k,topk_avg_true_score,topk_avg_score_norm,enrichment,composite
1,1.0001867472148331,0.005110602207542931,0.011755156956735204,0.5787816652264751,1.1473736626202944,0.29069767441860467,0.5843032786885246,0.5843032786885246,0.3179287446749245,0.06950711458921432,0.08029413968324661,0.17773777377737773,0.20000000298023224,0.20000000298023224,0.019999999552965164,0.0,0.0,0.6880000102519989,0.15094527511359715
2,0.9984207759138013,0.005332683253609652,0.008067840313325162,0.05309606929782961,1.039737332062643,0.7093023255813954,0.6285245901639345,0.6285245901639345,0.36903414551926006,0.06954167783260345,0.0806763619184494,0.14897089708970898,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0,0.0,1.0320000410079955,0.17151074771550923
3,0.9912027267159008,0.004525320012824702,0.01562783384665114,0.02955920043111336,1.0275550816879897,0.7093023255813954,0.6517213114754098,0.6517213114754098,0.3904765238359791,0.07061924040317535,0.0824478343129158,0.005388538853885389,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.09404981881380081,0.16896048864767393,1.0320000410079955,0.1995215609481493
4,0.9940485602519551,0.004476957708276564,0.010397086072652066,0.02578781044385472,1.0267894531859727,0.7093023255813954,0.653360655737705,0.653360655737705,0.4011430998771104,0.06964218616485596,0.08052767813205719,0.03655565556555655,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.09404981881380081,0.16896048864767393,1.0320000410079955,0.20690490303576892
5,0.9871324447334789,0.004301305350725402,0.009357770569011813,0.017239930398273665,1.0167658426722541,0.7034883720930233,0.6597131147540983,0.6597131147540983,0.4082013444279121,0.07067816704511642,0.08261935412883759,0.08234023402340233,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.1329430639743805,0.23883219909121428,1.0320000410079955,0.22828100079058225
6,0.9833311370161714,0.004383934549147599,0.014070069264681613,0.013791365075673237,1.0150441126745255,0.5552325581395349,0.6615983606557377,0.6615983606557377,0.4138192711173468,0.06974847614765167,0.08117355406284332,0.0858085808580858,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.1693522185087204,0.30424124101132527,1.3760000205039977,0.24695681446679146
7,0.9704174516630955,0.004190529916114861,0.010964079500466097,0.012476215284073451,0.9993473828816023,0.5319767441860465,0.658483606557377,0.658483606557377,0.4165241055047455,0.06985551863908768,0.08187098056077957,0.006828682868286829,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07770786434412003,0.13960216932840125,1.3760000205039977,0.20721294408618623
8,0.9457054245667379,0.004123846939230551,0.011111894469769274,0.007643732356793079,0.9734093566409877,0.563953488372093,0.6586475409836066,0.6586475409836066,0.4113973078125119,0.06941324472427368,0.08106549084186554,0.0426042604260426,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0,0.0,1.0320000410079955,0.17781934896644333
9,0.9381728983316265,0.004292018899549043,0.012149310563919975,0.005719598886541655,0.9668515666586454,0.5784883720930233,0.659016393442623,0.659016393442623,0.419410744824883,0.06977186352014542,0.08163521438837051,0.020222022202220222,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.13183467090129852,0.23684097106330715,1.3760000205039977,0.22915469409461575
10,0.9389200210571289,0.0038545381098405505,0.009219673874436831,0.0045929719869535965,0.9637211434176711,0.5697674418604651,0.6583196721311475,0.6583196721311475,0.41370586107621227,0.0693734735250473,0.08049431443214417,0.015385538553855386,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.17902089801764956
