epoch,train_l_cls,train_l_score,train_l_rank,train_l_fail,train_total,feas_acc,auc,roc_auc,pr_auc,score_mae,score_rmse,score_spearman,topk_hit,precision_at_k,recall_at_k,topk_avg_true_score,topk_avg_score_norm,enrichment,composite
1,0.26353982945934673,0.00721113856110844,0.01624085717513913,0.36148358160843613,0.3511681136537771,0.29069767441860467,0.7341803278688525,0.7341803278688525,0.45472879370525615,0.06962939351797104,0.08163703978061676,0.1659045904590459,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.2429581880569458,0.4418097568657987,1.3760000205039977,0.2988439276329459
2,0.2591184118732077,0.008012931374069608,0.016267798596718272,0.04047612387870179,0.28336046733817116,0.29069767441860467,0.7347131147540984,0.7347131147540984,0.45682414262679344,0.06765326857566833,0.07952937483787537,0.15215121512151214,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.10878966748714447,0.19782966331120652,1.3760000205039977,0.249510710956889
3,0.2548092840636363,0.007204448542801938,0.015538120611769254,0.026316180138192216,0.27504602660898303,0.7093023255813954,0.7291803278688525,0.7291803278688525,0.44815286359118345,0.06803146004676819,0.08141382783651352,0.04471647164716472,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.194471076130867,0.35363788127474177,1.0320000410079955,0.2634603686549726
4,0.2528056008893935,0.00537289437059252,0.005940991957656672,0.016389687133372806,0.2644269297846028,0.29069767441860467,0.7245901639344262,0.7245901639344262,0.43852569677408204,0.06745204329490662,0.07969305664300919,0.0848964896489649,0.20000000298023224,0.20000000298023224,0.019999999552965164,0.10240338742733002,0.18621646820521487,0.6880000102519989,0.22714322118146185
5,0.250232391670102,0.0056932245678894345,0.003515577035360649,0.00953294646346056,0.25958999478426137,0.29069767441860467,0.7240983606557377,0.7240983606557377,0.4439577968632566,0.06757916510105133,0.07953199744224548,0.07668766876687669,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0689166784286499,0.1253222259519966,1.0320000410079955,0.21931633061122394
6,0.2493470137725111,0.0050827382842353625,0.01888372175029067,0.009764053316817421,0.2658244237059452,0.7093023255813954,0.7294262295081967,0.7294262295081967,0.4480025606015106,0.06795509904623032,0.0797816663980484,0.09026102610261026,0.20000000298023224,0.20000000298023224,0.019999999552965164,0.1210080161690712,0.22004824216889188,0.6880000102519989,0.2382367751505332
7,0.249287235199428,0.004880324074784751,0.00952751519250088,0.007693126946535023,0.26046994279642577,0.29069767441860467,0.2916393442622951,0.2916393442622951,0.20227184860356617,0.06845105439424515,0.08023307472467422,0.036003600360036005,0.0,0.0,0.0,0.08381730318069458,0.15241841666488729,0.0,0.11499278281040753
8,0.24565866833827535,0.005120638683514639,0.007896509082590947,0.003924240778032385,0.2555124107442918,0.7093023255813954,0.7218852459016394,0.7218852459016394,0.4919065687725561,0.06748094409704208,0.07973674684762955,-0.021278127812781277,0.6000000238418579,0.6000000238418579,0.05999999865889549,0.20647087693214417,0.3754590395441953,2.064000082015991,0.2877266222342521
9,0.24660895960252793,0.0046735698639674755,0.00914903666030188,0.0046438179856746415,0.25678581170371323,0.29069767441860467,0.7262704918032787,0.7262704918032787,0.46229188273398,0.06904971599578857,0.08088898658752441,-0.0038643864386438643,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.12040755897760391,0.2189563347592585,1.3760000205039977,0.24032158113335841
10,0.246776498243457,0.004950056484228641,0.0056918711996957905,0.0033750744769349694,0.2552475027862142,0.3023255813953488,0.719344262295082,0.719344262295082,0.46100165380235814,0.06874251365661621,0.08051963895559311,0.04501650165016502,0.5,0.5,0.05000000074505806,0.07571991533041,0.13769364041431784,1.72,0.23144103999234072
11,0.2446872755640843,0.004508672064536663,0.009204744254467918,0.002941856116865624,0.2543866917735241,0.5697674418604651,0.7115573770491803,0.7115573770491803,0.4683533303308936,0.06745031476020813,0.07972133159637451,-0.0035643564356435645,0.5,0.5,0.05000000074505806,0.11285839974880219,0.2052284903507533,1.72,0.24303059478246117
12,0.24176207844351158,0.004746229798136065,0.010665478490170886,0.003608998123052545,0.2525628463166659,0.5697674418604651,0.6991803278688524,0.6991803278688524,0.42711920088218996,0.06739598512649536,0.08123756945133209,0.09633363336333634,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.20516857504844666,0.3730908556060297,1.0320000410079955,0.2640992146092499
13,0.23762851758081405,0.004612941642246041,0.009135906294476791,0.0034751438852552263,0.24750443999884558,0.6046511627906976,0.7072131147540983,0.7072131147540983,0.44756391722673666,0.06696391850709915,0.07910221815109253,0.08357635763576357,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.1434655636548996,0.2608863949138836,1.3760000205039977,0.25156048136882686
