epoch,train_l_cls,train_l_score,train_l_rank,train_l_fail,train_total,feas_acc,auc,roc_auc,pr_auc,score_mae,score_rmse,score_spearman,topk_hit,precision_at_k,recall_at_k,topk_avg_true_score,topk_avg_score_norm,enrichment,composite
1,0.2667417321048799,0.006082824395099258,0.005568780554611174,0.48398044919137095,0.37240503997099206,0.29069767441860467,0.5841803278688524,0.5841803278688524,0.3310515489612461,0.0700477808713913,0.08153896778821945,0.139021902190219,0.20000000298023224,0.20000000298023224,0.019999999552965164,0.0,0.0,0.6880000102519989,0.1523228096694099
2,0.2634154167331633,0.00542690405206083,0.00953137111224112,0.04630730029378758,0.28286946503842464,0.7093023255813954,0.638360655737705,0.638360655737705,0.3756045785701508,0.06959057599306107,0.08036474883556366,0.09202520252025202,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0,0.0,1.0320000410079955,0.16844435147891984
3,0.25654200720982473,0.005470589356741212,0.01223363385337298,0.023347267682557224,0.2727988660335541,0.29069767441860467,0.6357377049180328,0.6357377049180328,0.37338439870754997,0.06958487629890442,0.08036721497774124,0.031683168316831684,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.08142807334661484,0.14628552437215134,1.0320000410079955,0.19077918098796776
4,0.25336003425668496,0.005429139143222424,0.02004777847743425,0.016498191518800668,0.2721127012714011,0.29069767441860467,0.6351639344262295,0.6351639344262295,0.36888395301589355,0.07110825926065445,0.0834207534790039,-0.23397539753975397,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.1361560411841611
5,0.24886650726443432,0.00526277647452948,0.013552132016811215,0.012668931062837115,0.263439133519032,0.29069767441860467,0.6372131147540984,0.6372131147540984,0.3739770187081407,0.06964415311813354,0.08064951002597809,-0.17516951695169516,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.14407385551986587
6,0.24896967899603922,0.004549724674882886,0.011285459897557243,0.009399944229326287,0.2610421246681057,0.7093023255813954,0.645327868852459,0.645327868852459,0.3854346227835462,0.0698208212852478,0.08093743026256561,-0.13284128412841284,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.15288972043235627
7,0.24879310023589213,0.004603453791608698,0.009963890842971255,0.005802852242849156,0.2595390694551781,0.7093023255813954,0.6326639344262295,0.6326639344262295,0.37088338836382156,0.06953299790620804,0.08052539080381393,-0.025790579057905792,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.08731687068939209,0.15686474811901055,1.3760000205039977,0.18914724679531925
8,0.24685054455624253,0.004633640525022857,0.012906579087015058,0.0052658505527852255,0.258990646630037,0.7093023255813954,0.6519262295081967,0.6519262295081967,0.3934873495095285,0.0711604654788971,0.08352770656347275,0.08945694569456945,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.2441125214099884,0.43854811654772785,1.3760000205039977,0.266050257414593
9,0.2455450259759778,0.004809689958060741,0.011070755478300031,0.004255339581534633,0.25674116293914984,0.7093023255813954,0.643360655737705,0.643360655737705,0.38067596859146136,0.07086897641420364,0.08348505198955536,0.0773117311731173,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572028815746307,0.2617864808619062,1.0320000410079955,0.22135885652511184
10,0.24793754469175808,0.004940018227675044,0.013072766791113088,0.005315441199288261,0.2604770340391847,0.6075581395348837,0.6481557377049181,0.6481557377049181,0.38889578562395166,0.07163511961698532,0.08429475128650665,0.0892889288928893,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572027325630188,0.2617864540919719,1.0320000410079955,0.2258444977560983
11,0.24579437516751837,0.004593579674933533,0.010608536389763237,0.005159783249598791,0.25672417976817147,0.6976744186046512,0.6505327868852459,0.6505327868852459,0.39525913021639547,0.06951836496591568,0.0809246227145195,0.07360336033603361,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572027325630188,0.2617864540919719,1.0320000410079955,0.22682127873739025
12,0.24435899125747992,0.004616359500672485,0.009713245830574974,0.003523531096002667,0.2545366770908481,0.7209302325581395,0.6551639344262296,0.6551639344262296,0.4027406231017448,0.07070670276880264,0.08289889991283417,0.05670567056705671,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572028815746307,0.2617864808619062,1.0320000410079955,0.22812411226861917
13,0.24406326501095882,0.003926955782770194,0.009034526946603274,0.0034086385686484884,0.25318921125326,0.5697674418604651,0.6577049180327869,0.6577049180327869,0.40904428107342683,0.06936228275299072,0.08072396367788315,0.049000900090009,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.19723527133464813,0.354333142196002,1.0320000410079955,0.24838443067640634
14,0.2429398080853165,0.004054307412798898,0.0050557132688213565,0.0033404083424400477,0.2501900523412423,0.5755813953488372,0.6596311475409836,0.6596311475409836,0.40799014556743873,0.07088085263967514,0.08340136706829071,0.05076507650765077,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572027325630188,0.2617864540919719,1.0320000410079955,0.22962985649496928
15,0.239459080041432,0.004326349640547558,0.006138097433770289,0.0020230009586008294,0.24725907943287834,0.5755813953488372,0.6593852459016394,0.6593852459016394,0.41203002569058067,0.0708048939704895,0.0834474191069603,0.05815781578157816,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19723527133464813,0.354333142196002,1.3760000205039977,0.2534944200253696
16,0.23816130224798546,0.004137549938664573,0.008817913346603269,0.003566627226556178,0.24742113469076937,0.5668604651162791,0.657827868852459,0.657827868852459,0.41079341562699273,0.07014106959104538,0.08241485059261322,0.0444044404440444,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572027325630188,0.2617864540919719,1.0320000410079955,0.23011510091243023
17,0.2370691687845793,0.004238950624894045,0.006265193162882914,0.002755286314211725,0.24499177346464063,0.5668604651162791,0.6592213114754099,0.6592213114754099,0.4097744436049215,0.06982716172933578,0.08139406889677048,0.016777677767776777,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.24384066462516785,0.4380597258651641,1.0320000410079955,0.26219949019061345
18,0.23569286162735986,0.004264971726100708,0.013301772233404096,0.0022824935507235406,0.24706521581430904,0.561046511627907,0.6578688524590164,0.6578688524590164,0.4132744060489532,0.07016768306493759,0.08131309598684311,0.01246924692469247,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.07419856637716293,0.13329771593566006,1.0320000410079955,0.20221623009801687
19,0.23722282418462096,0.004186272846351638,0.008856785834812727,0.003139061778860136,0.24646530361449132,0.5523255813953488,0.6556967213114754,0.6556967213114754,0.4101258777285882,0.07041142135858536,0.08150111138820648,-0.03123912391239124,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.07419856637716293,0.13329771593566006,1.0320000410079955,0.19658598168616248
20,0.235253742728077,0.004053865192022907,0.015004926040524343,0.0017809116522033439,0.24716625130567393,0.5494186046511628,0.6565573770491804,0.6565573770491804,0.42010238502610564,0.06954418867826462,0.08008353412151337,0.04880888088808881,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.12068818509578705,0.21681631059976966,1.3760000205039977,0.22828510395098417
21,0.2351092637562361,0.0038657681930611733,0.006470573669085737,0.001760709004049174,0.2425624620719034,0.5581395348837209,0.6573360655737704,0.6573360655737704,0.415787075587685,0.06957972794771194,0.08037222921848297,-0.014197419741974197,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07269395887851715,0.13059468873794217,1.3760000205039977,0.20301402574024413
22,0.23578034756613558,0.004127662472396356,0.010544072592356166,0.002062259726684357,0.2455924996098534,0.561046511627907,0.6564344262295082,0.6564344262295082,0.4119573347693669,0.06952504813671112,0.08013135194778442,0.07720372037203721,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19141338765621185,0.34387412883941093,1.3760000205039977,0.2532781314446118
23,0.23531200162699964,0.0041310911326379075,0.014143763079506452,0.0016909170825202323,0.24685315714507808,0.5406976744186046,0.656188524590164,0.656188524590164,0.4211707335207882,0.06961867958307266,0.08034813404083252,-0.0030243024302430243,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07819420844316483,0.1404758864462216,1.3760000205039977,0.2082610401863144
24,0.23623650679822827,0.004039148256167403,0.013869055653693245,0.002486712459596943,0.2477075230391299,0.5697674418604651,0.6565573770491804,0.6565573770491804,0.4135448921250941,0.0695621520280838,0.08011860400438309,0.10043804380438044,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.26170614361763,0.4701550568138317,1.3760000205039977,0.2814927723250211
25,0.2323542794243234,0.0041104947487808395,0.012176905926622328,0.0018933719485906548,0.2429319019200372,0.5552325581395349,0.6577459016393442,0.6577459016393442,0.43157985806644383,0.06938078254461288,0.08035507798194885,-0.006348634863486349,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.03520697355270386,0.0632493239253076,1.3760000205039977,0.19664694425706952
26,0.23458079456305894,0.0041048092210329455,0.00831383518630364,0.0017685456049712528,0.24319623044279756,0.5581395348837209,0.6563934426229509,0.6563934426229509,0.42136537167388133,0.06941377371549606,0.08109433203935623,0.08975697569756975,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.1895218459710886
27,0.23455444589012958,0.0037604002129347598,0.00592682993070024,0.0015558604586136634,0.24158943285707568,0.561046511627907,0.6569672131147541,0.6569672131147541,0.42672995377582007,0.06927745789289474,0.08049183338880539,0.07585958595859586,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.17198219895362854,0.3089660005771598,1.3760000205039977,0.2520711399533987
28,0.23335004316978766,0.004030176717024602,0.012084980052514155,0.0017283092959990084,0.24376837322946454,0.563953488372093,0.6570901639344262,0.6570901639344262,0.42630011159273534,0.06921136379241943,0.08065567165613174,0.038115811581158114,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.13323543965816498,0.23935745197339925,1.3760000205039977,0.2342031159216689
29,0.23347792713368526,0.003863429219355104,0.004552360807285934,0.0017283805216601516,0.23996321197415962,0.561046511627907,0.6574590163934426,0.6574590163934426,0.43123816834221895,0.06921233236789703,0.08071077615022659,0.06901890189018901,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.14641550183296204,0.26303543214972747,1.3760000205039977,0.24400424368763107
30,0.2343604926203118,0.003758218330254809,0.0072736672018883656,0.0013769201676220037,0.2420309300793976,0.5581395348837209,0.6574590163934426,0.6574590163934426,0.43303367144338856,0.06991244852542877,0.08231864869594574,0.07601560156015602,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19723527133464813,0.354333142196002,1.3760000205039977,0.2636816569043505
31,0.2338613200871671,0.003936491194791848,0.01363880352162924,0.0014612446567730704,0.2449094631144258,0.5552325581395349,0.6586885245901639,0.6586885245901639,0.43686379695767324,0.06910820305347443,0.08082250505685806,0.03227122712271227,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.14641551673412323,0.26303545891966185,1.3760000205039977,0.242579733011052
32,0.23230499053587678,0.00397137290088185,0.008719220665878937,0.0011949918555385875,0.2408749720112222,0.5552325581395349,0.6585245901639344,0.6585245901639344,0.4363794013679205,0.06907876580953598,0.08078260719776154,0.06707470747074708,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19723527133464813,0.354333142196002,1.3760000205039977,0.26412585946522243
33,0.23256249481537303,0.003923428267790157,0.013722972669562355,0.001447856116831898,0.24363697991996516,0.5581395348837209,0.6585655737704919,0.6585655737704919,0.4357727905472987,0.06905928254127502,0.08044210076332092,0.0777917791779178,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.14572028815746307,0.2617864808619062,1.3760000205039977,0.24644559004087163
34,0.23285462914920244,0.00400939114491043,0.01561956095402358,0.0016053944986435722,0.24499487828035824,0.5755813953488372,0.6582786885245901,0.6582786885245901,0.417183727343416,0.06900476664304733,0.08059588819742203,0.051773177317731775,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.22744274139404297,0.4086008586724147,1.3760000205039977,0.2657709801354016
35,0.23269856000532868,0.003815531507363451,0.0073111550729782855,0.0014512716972872187,0.2404599216629247,0.5581395348837209,0.659672131147541,0.659672131147541,0.42951663729746026,0.06902531534433365,0.07990878820419312,0.01044104410441044,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07601045072078705,0.13655276594992843,1.3760000205039977,0.21216131225118992
36,0.23351655045493705,0.003888304068584789,0.007155437022447586,0.0013202683736291546,0.24124662773530992,0.5552325581395349,0.6594262295081967,0.6594262295081967,0.42769054961652053,0.06913380324840546,0.08015891909599304,0.0915931593159316,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.1729823648929596,0.31076279857177047,1.3760000205039977,0.2543880952243346
37,0.23347181985612775,0.003739560837857425,0.005875656594995593,0.0014277510531055817,0.2404347599529829,0.5523255813953488,0.6593032786885246,0.6593032786885246,0.43076808285880347,0.06903547048568726,0.08023852109909058,0.1031023102310231,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.17525316774845123,0.31484229563965954,1.3760000205039977,0.2575859230263347
38,0.23313181077847717,0.003786531770334686,0.00451630424158495,0.0013884598464174501,0.2394541853764018,0.5552325581395349,0.6588524590163934,0.6588524590163934,0.42764036225056024,0.06903456896543503,0.07997843623161316,0.05078907890789079,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.19173726439476013,0.3444559733628445,1.3760000205039977,0.2570262471953612
