epoch,train_l_cls,train_l_score,train_total,feas_acc,auc,roc_auc,pr_auc,score_mae,score_rmse,score_spearman,topk_hit,precision_at_k,recall_at_k,topk_avg_true_score,topk_avg_score_norm,enrichment,composite
1,0.2483719172047787,0.004477290224787764,0.25284920754979867,0.29069767441860467,0.6329098360655737,0.6329098360655737,0.3687581231765753,0.06952624022960663,0.08049080520868301,-0.054341434143414344,0.10000000149011612,0.10000000149011612,0.009999999776482582,0.0,0.0,0.34400000512599943,0.1450691057892335
2,0.24694184934506652,0.003976998496686154,0.25091884761560157,0.7093023255813954,0.6295081967213115,0.6295081967213115,0.3684055986942056,0.06951878219842911,0.08031055331230164,0.08464446444644465,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.09457926452159882,0.16991163780064644,1.0320000410079955,0.1988090132812903
3,0.24712485074996948,0.003968803431518132,0.2510936541146919,0.29941860465116277,0.6555327868852459,0.6555327868852459,0.3997507379736397,0.06955143064260483,0.08036559075117111,0.02573057305730573,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.1628979742527008,0.2926461919500666,1.0320000410079955,0.2300025906840341
4,0.24484472318750913,0.003960801120542112,0.24880552438438916,0.7093023255813954,0.6552049180327869,0.6552049180327869,0.39936132457286905,0.06938567012548447,0.0803704559803009,0.10342634263426342,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.14572028815746307,0.2617864808619062,1.0320000410079955,0.23144446006378955
5,0.24589001765993776,0.003921072008317245,0.24981108771972968,0.5668604651162791,0.6554098360655738,0.6554098360655738,0.39771036404502885,0.06961633265018463,0.0809718668460846,0.1212961296129613,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.22129268944263458,0.3975522910512928,1.0320000410079955,0.25972421658840056
6,0.2449977923123563,0.003929467694299509,0.24892726003146562,0.5581395348837209,0.6607377049180327,0.6607377049180327,0.4114220646027326,0.06979162991046906,0.08160625398159027,0.05723372337233723,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.19723527133464813,0.354333142196002,1.0320000410079955,0.2501588264163615
7,0.2408204161729969,0.003983911296703898,0.24480432711663794,0.5348837209302325,0.6604508196721312,0.6604508196721312,0.41115565140673416,0.06935185939073563,0.08037639409303665,0.062118211821182115,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.0,0.0,1.0320000410079955,0.1796740815436462
8,0.23687010881353598,0.003694672224333235,0.24056478308849646,0.5581395348837209,0.6592622950819672,0.6592622950819672,0.409214711113757,0.06938663125038147,0.08065959066152573,0.02277827782778278,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.03520697355270386,0.0632493239253076,1.0320000410079955,0.1876135768121769
9,0.23684816038022277,0.0040252639370069645,0.24087342326758338,0.563953488372093,0.6575,0.6575,0.4090948671485501,0.0693172812461853,0.07988279312849045,0.134005400540054,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.050956469029188156,0.09154329073165979,1.3760000205039977,0.2073471447915365
10,0.23610880506820367,0.0038234636752453983,0.23993226836939327,0.563953488372093,0.6567622950819673,0.6567622950819673,0.4117519570635406,0.0693741887807846,0.08046829700469971,0.07251125112511252,0.5,0.5,0.05000000074505806,0.15071545541286469,0.2707602982599007,1.72,0.24110396781342505
11,0.23715297486938414,0.003822390616062235,0.2409753645541238,0.561046511627907,0.6591803278688525,0.6591803278688525,0.40857263027229945,0.06957649439573288,0.0818161889910698,0.07258325832583258,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.10021476447582245,0.18003581281819414,1.0320000410079955,0.2156945403039762
12,0.23779576137417652,0.0038703846550531317,0.2416661457448709,0.5726744186046512,0.6609836065573771,0.6609836065573771,0.41305698133776697,0.06943591684103012,0.08153347671031952,0.005556555655565556,0.30000001192092896,0.30000001192092896,0.029999999329447746,0.1134270429611206,0.2037716695926205,1.0320000410079955,0.21553278181802177
13,0.23328104199933225,0.003764489466194674,0.23704553139014323,0.5784883720930233,0.6625,0.6625,0.4142641379933548,0.0713794156908989,0.08500111848115921,0.0037083708370837082,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.11397027969360352,0.20474759431984824,1.3760000205039977,0.21902601087679904
14,0.23506388678902485,0.003881666687179784,0.2389455537815563,0.5581395348837209,0.6622540983606557,0.6622540983606557,0.43517837619228394,0.06915739923715591,0.07994164526462555,-0.02345034503450345,0.5,0.5,0.05000000074505806,0.0,0.0,1.72,0.18672631619698066
15,0.23576023637271318,0.0037565687919401975,0.23951680494136499,0.563953488372093,0.6606967213114754,0.6606967213114754,0.4133644590379456,0.0691678449511528,0.08022460341453552,-0.030567056705670566,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.1742890776763903
16,0.2346630379801891,0.0037881757025835946,0.23845121411026501,0.5843023255813954,0.6586475409836066,0.6586475409836066,0.406703307779489,0.06945919245481491,0.08133327960968018,0.03405940594059406,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.09975899755954742,0.17921702760569172,1.3760000205039977,0.21393066895877247
17,0.2351347655057907,0.003670053596638876,0.238804820131083,0.5581395348837209,0.6602049180327869,0.6602049180327869,0.4125947531439208,0.06913068145513535,0.08029354363679886,0.006912691269126913,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.17772917011626013
18,0.23277295906035628,0.0037983496440574527,0.2365713080421823,0.5552325581395349,0.6596311475409836,0.6596311475409836,0.40984732248616107,0.06905747950077057,0.08001738786697388,0.12625262526252626,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07269395887851715,0.13059468873794217,1.3760000205039977,0.2146831290000846
19,0.2325346741031428,0.0038000569758997833,0.2363347311000355,0.5726744186046512,0.6622131147540984,0.6622131147540984,0.41266150900539916,0.0690833255648613,0.08103065192699432,-0.017377737773777376,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.17532682955656104
20,0.2321735837909042,0.0036716787125457262,0.23584526093279728,0.5726744186046512,0.6612704918032787,0.6612704918032787,0.411284998330186,0.0690070241689682,0.08095289766788483,-0.02888688868886889,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.17362531019496663
21,0.22994122422132335,0.0036720182397402823,0.23361324164711061,0.5552325581395349,0.6606967213114754,0.6606967213114754,0.4113885035129927,0.06921837478876114,0.08069593459367752,0.10210621062106211,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.07269395887851715,0.13059468873794217,1.3760000205039977,0.21288495994667084
22,0.23229692290063764,0.003585055311588326,0.2358819771496976,0.5668604651162791,0.6599590163934427,0.6599590163934427,0.406951746935473,0.06895458698272705,0.08076867461204529,-0.042784278427842784,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.03577607125043869,0.06427170787362664,1.3760000205039977,0.18335661223790936
23,0.2316475344485924,0.003640390743623625,0.23528792501473036,0.5552325581395349,0.6622131147540984,0.6622131147540984,0.4199286245889336,0.06878510862588882,0.08028560131788254,0.019417941794179418,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.18191324374677048
24,0.23165390066436078,0.003662332230186487,0.23531623380106004,0.5755813953488372,0.6601229508196721,0.6601229508196721,0.4096617402937705,0.06980987638235092,0.08235196024179459,-0.006252625262526253,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.05044008418917656,0.09061560542615861,1.3760000205039977,0.1933625544082664
25,0.23148179787104248,0.003625379235972269,0.23510717759366895,0.5581395348837209,0.6636065573770492,0.6636065573770492,0.42465002093886006,0.06884965300559998,0.08067039400339127,-0.04820882088208821,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.1770391260191143
26,0.22916242260424818,0.0035605397424660623,0.2327229624888936,0.561046511627907,0.6645901639344263,0.6645901639344263,0.42315984387025307,0.06902895122766495,0.08133118599653244,-0.045112511251125115,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.1767526861547678
27,0.22978365958714095,0.003724750438628749,0.2335084112452679,0.5552325581395349,0.6647540983606557,0.6647540983606557,0.4220495009040597,0.06857289373874664,0.08020803332328796,0.04174017401740174,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.0,0.0,1.3760000205039977,0.18499381749514315
28,0.23066241721637915,0.0034385772820821675,0.23410099427231024,0.5784883720930233,0.6629508196721311,0.6629508196721311,0.4139544618346034,0.06919646263122559,0.08163642138242722,-0.004704470447044705,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.11703622341156006,0.21025556185541344,1.3760000205039977,0.21916244979199867
29,0.23054606552983894,0.0036570614616035437,0.2342031263425702,0.5726744186046512,0.6623770491803279,0.6623770491803279,0.41092533807812204,0.06900648772716522,0.08137384802103043,-0.0016561656165616561,0.4000000059604645,0.4000000059604645,0.03999999910593033,0.14289823174476624,0.25671665684210077,1.3760000205039977,0.2275478497697919
